,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/4,東急,paypay W,,"-¥4,082",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/4,さぼてん,paypay W,,"-¥1,100",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5,とりどりキッチン,paypay W,,"-¥1,650",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5,東急,paypay H,,"-¥2,074",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5,costco,現金 H,,"-¥1,000",,フードコート,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6,東急,paypay H,,"-¥4,048",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6,7-Eleven,Paypay W,,-¥180,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6,ベーカリーアサクラ,現金 H,,"-¥1,710",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6,kaldi,paypay H,,"-¥1,506",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/7,東急,paypay W,,"-¥3,602",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/8,木曽路,paypay H,,"-¥5,104",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/8,7-Eleven,Paypay W,,-¥471,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/8,東急,paypay W,,"-¥5,104",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9,東急,paypay W,,"-¥5,663",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9,McDonald’s,paypay W,,"-¥1,650",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,なだ万,paypay H,,"-¥46,500",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,東急,paypay H,,"-¥7,968",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,Starbucks,Paypay W,,"-¥1,680",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11,7-Eleven,Paypay W,,-¥478,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11,sweets plus,paypay W,,"-¥6,180",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12,7-Eleven,Paypay W,,-¥180,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/12,東急,paypay H,,"-¥7,210",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13,東急,paypay H,,"-¥6,851",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14,7-Eleven,Paypay W,,-¥250,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14,fepa,paypay H,,"-¥9,638",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14,英子に返金,現金,,"-¥24,000",,"コストコ代24,438円の438円分を木曽路代として、差し引き",2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14,東急,Paypay W,,"-¥7,074",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15,東急,Paypay W,,"-¥3,059",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/16,東急,Paypay W,,"-¥7,715",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/17,7-Eleven,Paypay W,,-¥250,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/17,木曽路,Paypay W,,"-¥5,038",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/17,東急,Paypay W,,"-¥3,760",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/18,Komeda Coffee,Paypay W,,"-¥1,700",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/18,東急,Paypay W,,"-¥7,436",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/18,7-Eleven,nanaco H,,"-¥1,516",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/19,7-Eleven,paypay W,,-¥149,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/19,Komeda Coffee,Paypay W,,"-¥1,700",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/19,東急,paypay H,,"-¥6,762",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/20,東急,Paypay W,,"-¥5,916",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/21,7-Eleven,paypay W,,-¥180,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/21,東急,Paypay W,,"-¥5,959",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/22,くら,Paypay W,,"-¥3,880",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/22,7-Eleven,Paypay W,,"-¥2,081",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/22,東急,Paypay W,,"-¥4,503",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23,東急,Paypay W,,"-¥3,460",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/23,Saizeriya,prestia,,"-¥3,360",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24,東急,Paypay W,,"-¥4,910",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24,さぼてん,Paypay W,,"-¥9,779",Roscoe lunch,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24,やきとり　にしだ場,Paypay W,,-¥780,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25,東急,Paypay W,,"-¥3,367",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25,Saizeriya,prestia,,"-¥3,580",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25,7-Eleven,Paypay W,,-¥482,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26,東急,paypay H,,"-¥6,762",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26,7-Eleven,Paypay W,,-¥180,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/27,kaldi,paypay H,,-¥589,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/27,7-Eleven,Paypay W,,-¥180,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/27,東急,paypay H,,"-¥4,485",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/28,7-Eleven,Paypay W,,-¥180,,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/28,東急,paypay H,,"-¥4,410",,,2025-02,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
W おこづかい,,,,-$46.98,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/4,YouTube Premium,USAA,-$13.99,,,,2025-02,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/8,Off Book,USAA,-$5.00,,,,2025-02,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13,Dropout,USAA,-$5.99,,,,2025-02,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24,OpenAI,USAA,-$22.00,,,,2025-02,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,-$18.99,"-¥193,701",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/2,ニトリ,paypay H,,"-¥2,679",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/2,loft,paypay H,,"-¥5,687",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/3,英子に返金,現金 H,,"-¥10,500",,"１月の高円寺ピザ4,260円、駐車代2,600円
牛カツ（寛子）1,859円、ミニストップ410円、幸楽苑700円
オンパミード８ヶ月分7,920円
から、英子フェパ5,148円＋木曽路2,222円を差し引き
合計10,379円",2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/3,Amazon JP,paypay H,,"-¥15,420",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/3,ミッドタウンCL六本木ドックセンター,prestia,,"-¥39,600",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/4,Daiso,Paypay W,,-¥110,,Rey legos,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/4,7-Eleven,Paypay W,,-¥658,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5,7-Eleven,Paypay W,,-¥180,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5,しまむら,paypay H,,"-¥8,151",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5,ニンジャパーク,Paypay W,,"-¥2,000",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6,マツモトキヨシ,paypay H,,"-¥1,131",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6,Daiso,Paypay W,,-¥110,,Rey legos,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/7,Amazon JP,paypay H,,"-¥6,494",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/7,7-Eleven,Paypay W,,-¥250,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/9,Daiso,Paypay W,,-¥220,,Rey legos,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,ルクールブラン有楽町丸井,paypay H,,"-¥12,430",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,三越銀座ハッチ,paypay H ,,"-¥4,950",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,東京タクシー,paypay H,,"-¥9,650",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/10,マツモトキヨシ,paypay H,,"-¥1,267",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11,Amazon JP,paypay H,,"-¥6,021",本,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13,daiso,paypay H,,-¥880,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13,品川区,prestia,,-¥450,,戸籍謄本郵送代,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13,???,USAA,-$18.99,,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14,東金町小学校,paypay H,,"-¥1,750",集合写真,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/17,郵便局,cash,,-¥700,mailing spring cards,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/17,Lawson,Paypay W,,"-¥21,660",Annie ticket reservation,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/18,Amazon JP,paypay H,,"-¥3,681",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/19,マツモトキヨシ,paypay H,,-¥401,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/19,daiso,paypay H,,-¥110,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/21,Daiso,Paypay W,,-¥440,Rey lego,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24,divine,cash H,,"-¥5,170",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/24,Toy Planet,cash W,,-¥308,Rey lego,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25,seria,paypay H,,-¥660,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/25,Amazon JP,paypay H,,"-¥10,973",本,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26,loft,paypay H,,-¥660,,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26,無印,paypay H,,"-¥5,660",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26,マツモトキヨシ,paypay H,,"-¥1,260",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/26,daiso,paypay H,,"-¥1,430",,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/27,Amazon JP,prestia,,"-¥10,000",アマゾンギフトカード、ハナエ先生用,,2025-02,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,-$305.00,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/20,Madison Townhomes,USAA,-$305.00,,check,,2025-02,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03,,,,"$10,158.86","¥8,779,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥9,387,847",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,facebook,,,"¥836,138",,,2025-03,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,facebook,,,"¥8,551,709",,,2025-03,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,"$5,553.45","-¥111,089",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1,ぷらっと金町,paypay H,,"-¥1,700",レッスン場所代,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,USAA property and Casualty Insurance,USAA,-$62.50,,,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,SRE management,USAA,"$5,793.88",,,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/13,Apple One,USAA,-$37.95,,,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/17,Tokyo Gas,ゆうちょ,,"-¥42,019",,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27,Oasis,ゆうちょ,,"-¥10,670",,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27,七田,ゆうちょ,,"-¥21,945",,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27,J-com,ゆうちょ,,"-¥7,568",,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27,ETC,ゆうちょ,,-¥630,,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,Apple,USAA,-$59.99,,1Password,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,Expert by Readdle,USAA,-$79.99,,PDFExpert,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,公文,ゆうちょ,,"-¥23,100",,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/31,Docomo,ゆうちょ,,"-¥3,457",,,2025-03,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥303,503",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1,7-Eleven,Paypay W,,"-¥2,095",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1,7-Eleven,Paypay W,,-¥439,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1,Mos Burger,Paypay W,,"-¥2,170",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1,Malt Bar Epinards,prestia,,"-¥33,600",Drinks with Kolin,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/2,Jonathan,Paypay W,,"-¥2,307",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/2,東急,paypay H,,"-¥4,374",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/2,7-Eleven,Paypay W,,"-¥3,000",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/3,Komeda Coffee,Paypay W,,"-¥1,700",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/3,東急,paypay H,,"-¥9,428",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/4,7-Eleven,Paypay W,,-¥180,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/4,大戸屋,Paypay W,,"-¥2,580",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/5,東急,paypay H,,"-¥8,195",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/5,松屋,Paypay W,,"-¥1,110",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/6,jessy pizza,cash H,,"-¥11,957",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/6,7-Eleven,Paypay W,,-¥180,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/7,東急,Paypay W,,"-¥5,797",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/7,7-Eleven,Paypay W,,-¥180,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/8,東急,paypay H,,"-¥9,096",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/8,大戸屋,Paypay W,,"-¥2,510",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/9,sweets plus,Paypay W,,"-¥6,760",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/9,7-Eleven,Paypay W,,-¥714,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/10,Yanaka Coffee,Paypay W,,"-¥1,800",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/10,Vansan,Paypay W,,"-¥7,810",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/10,Starbucks,Prestia,,"-¥1,346",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,New Days,paypay H,,-¥770,松戸ビール,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,東急,paypay H,,"-¥7,347",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,Komeda Coffee,Paypay W,,"-¥1,670",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/12,東急,paypay H,,"-¥7,399",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/13,7-Eleven,Paypay W,,"-¥1,317",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/13,7-Eleven,Paypay W,,-¥119,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/13,から好し,Paypay W,,"-¥1,739",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/13,東急,Paypay W,,"-¥4,723",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/14,kaldi,paypay W,,"-¥1,458",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/14,7-Eleven,Paypay W,,-¥180,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/14,東急,Paypay W,,"-¥5,563",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/15,hakuta,Paypay W,,"-¥3,320",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/15,東急,paypay W,,"-¥5,149",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/16,7-Eleven,Paypay W,,"-¥2,369",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/16,東急,Paypay W,,"-¥5,459",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/17,いなげや,paypay H,,"-¥1,844",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/17,東急,Paypay W,,"-¥8,251",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/18,東急,Paypay W,,"-¥5,154",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/19,東急,paypay H,,"-¥5,324",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/20,東急,Paypay W,,"-¥5,707",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/21,東急,paypay H,,"-¥7,777",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/21,Komeda Coffee,paypay W,,"-¥1,670",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/22,東急,Paypay W,,"-¥6,372",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/22,sweets plus,paypay W,,"-¥5,980",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/23,7-Eleven,nanaco H,,"-¥2,926",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/23,Fepa,Paypay W,,"-¥4,930",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/24,東急,paypay H,,"-¥8,604",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/24,KHB Diner,paypay W,,"-¥4,224",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/24,7-Eleven,paypay W,,-¥180,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,7-Eleven,Prestia,,-¥804,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,7-Eleven,Prestia,,-¥373,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,にしだ場,Paypay W,,"-¥1,230",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,しかく,Paypay W,,"-¥1,050",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/25,しかく,Paypay W,,-¥900,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/26,東急,paypay H,,"-¥5,508",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/26,しかく,Paypay W,,"-¥1,200",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27,hakuta,paypay H,,"-¥6,100",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/27,東急,paypay H,,"-¥5,583",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,daimaru,paypay H,,"-¥3,834",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,McDonald’s,Paypay W,,-¥920,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,キルフェボン,paypay H,,"-¥7,993",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29,大井食品館,paypay H,,"-¥4,309",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29,7-Eleven,Paypay W,,-¥250,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29,大井食品館,paypay H,,"-¥1,144",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29,大井食品館,paypay H,,"-¥2,553",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29,大井食品館,paypay H,,-¥469,,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/29,大井食品館,paypay H,,"-¥2,553",,,2025-03,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
